response_id,mode,status,attention_check,duration_seconds,region,county,age,gender,race_ethnicity,education,party_registration,ideology,vote_2024,homeownership,children_home,housing_cost_seriousness,allow_more_housing,rent_increase_limit,affordable_housing_tax_credits,development_traffic_concern,corporate_buyer_restrictions,public_land_housing,housing_priority_tradeoff
NVH00344,online,complete,Passed,766,Clark,Clark,22,Male,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Harris,Rent,Yes,Very serious,Not sure,Strongly support,Strongly oppose,Not too concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00345,online,complete,Passed,320,Clark,Clark,60,Female,White non-Hispanic,College graduate,Republican,Somewhat liberal,Harris,Own,No,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Somewhat concerned,Not sure,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00346,online,complete,Passed,1293,Clark,Clark,41,Female,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Not sure,Strongly support,Somewhat support,Somewhat concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00347,online,complete,Passed,1069,Clark,Clark,22,Female,White non-Hispanic,Postgraduate,Democrat,Very liberal,Harris,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00348,online,complete,Failed,861,Clark,Clark,35,Male,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Other,Rent,No,Very serious,Not sure,Somewhat support,Somewhat oppose,Not too concerned,Somewhat support,Somewhat support,Not sure
NVH00349,sms,complete,Passed,374,Rural Nevada,Churchill,29,Female,White non-Hispanic,Some college/associate,Republican,Somewhat conservative,Trump,Own,Yes,Very serious,Not sure,Somewhat oppose,Somewhat oppose,Very concerned,Strongly support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00350,online,complete,Passed,711,Clark,Clark,55,Male,White non-Hispanic,High school or less,Independent/Other,Moderate,Trump,Own,No,Very serious,Somewhat oppose,Somewhat support,Strongly oppose,Very concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00351,sms,complete,Passed,767,Clark,Clark,45,Female,White non-Hispanic,High school or less,Democrat,Moderate,Harris,Own,No,Somewhat serious,Strongly support,Strongly support,Not sure,Not too concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00352,online,complete,Passed,1152,Clark,Clark,25,Female,Black,High school or less,Independent/Other,Very liberal,Harris,Own,Yes,Somewhat serious,Somewhat support,Somewhat oppose,Strongly oppose,Very concerned,Strongly oppose,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00353,online,partial,Passed,1196,Clark,Clark,21,Female,White non-Hispanic,Some college/associate,Republican,Very conservative,Trump,Own,No,Somewhat serious,Somewhat oppose,Somewhat oppose,Strongly support,Somewhat concerned,Somewhat oppose,Somewhat support,Not sure
NVH00354,sms,complete,Passed,298,Clark,Clark,24,Male,Black,Some college/associate,Republican,Moderate,Trump,Rent,No,Very serious,Strongly support,Strongly oppose,Strongly support,Somewhat concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00355,online,complete,Passed,1111,Clark,Clark,37,Male,Hispanic/Latino,Some college/associate,Independent/Other,Very conservative,Harris,Rent,No,Very serious,Strongly support,Somewhat oppose,Somewhat oppose,Very concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00356,sms,complete,Passed,885,Clark,Clark,50,Female,Hispanic/Latino,High school or less,Democrat,Very liberal,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Strongly support,Not too concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00357,online,complete,Passed,1154,Rural Nevada,Carson City,39,Male,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Trump,Own,No,Very serious,Strongly support,Somewhat support,Strongly support,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00358,online,complete,Passed,648,Clark,Clark,22,Female,White non-Hispanic,Some college/associate,Democrat,Moderate,Harris,Own,No,Somewhat serious,Strongly support,Somewhat support,Somewhat oppose,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00359,online,complete,Passed,1429,Washoe,Washoe,82,Female,White non-Hispanic,High school or less,Independent/Other,Somewhat liberal,Harris,Own,No,Very serious,Strongly oppose,Strongly oppose,Strongly support,Not too concerned,Strongly oppose,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00360,sms,complete,Passed,516,Clark,Clark,79,Female,Asian/Pacific Islander,Some college/associate,Independent/Other,Moderate,Trump,Own,No,Very serious,Somewhat support,Somewhat oppose,Strongly support,Very concerned,Not sure,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00361,sms,complete,Passed,904,Clark,Clark,42,Male,Black,College graduate,Democrat,Somewhat liberal,Harris,Own,No,Very serious,Strongly oppose,Somewhat support,Strongly support,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00362,online,complete,Passed,814,Clark,Clark,34,Female,White non-Hispanic,Postgraduate,Independent/Other,Very conservative,Harris,Own,Yes,Somewhat serious,Somewhat support,Not sure,Somewhat oppose,Somewhat concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00363,sms,complete,Passed,1097,Clark,Clark,33,Male,Other/Mixed,Some college/associate,Republican,Very conservative,Trump,Own,No,Very serious,Strongly support,Somewhat oppose,Not sure,Very concerned,Strongly support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00364,online,complete,Passed,1230,Clark,Clark,20,Male,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Trump,Own,No,Somewhat serious,Somewhat oppose,Somewhat support,Somewhat support,Very concerned,Somewhat support,Strongly oppose,Build more homes even if neighborhoods change
NVH00365,online,complete,Passed,1237,Clark,Clark,18,Female,White non-Hispanic,High school or less,Republican,Somewhat conservative,Trump,Own,No,Very serious,Somewhat support,Strongly oppose,Somewhat support,Not too concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00366,online,complete,Passed,614,Rural Nevada,Nye,65,Female,Black,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat oppose,Strongly support,Not sure,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00367,online,complete,Passed,865,Washoe,Washoe,31,Female,Black,Postgraduate,Democrat,Somewhat conservative,Harris,Rent,No,Very serious,Somewhat oppose,Strongly support,Somewhat oppose,Very concerned,Somewhat support,Somewhat support,Not sure
NVH00368,online,complete,Passed,526,Clark,Clark,40,Male,White non-Hispanic,College graduate,Democrat,Very liberal,Harris,Other arrangement,No,Very serious,Somewhat support,Somewhat support,Somewhat oppose,Not too concerned,Somewhat support,Somewhat support,Not sure
NVH00369,online,complete,Passed,652,Clark,Clark,23,Male,Asian/Pacific Islander,High school or less,Independent/Other,Somewhat conservative,Trump,Own,No,Very serious,Strongly oppose,Somewhat oppose,Strongly oppose,Very concerned,Strongly oppose,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00370,online,complete,Passed,507,Clark,Clark,25,Female,Hispanic/Latino,College graduate,Democrat,Very liberal,Harris,Rent,Yes,Somewhat serious,Somewhat support,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat oppose,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00371,online,complete,Passed,348,Rural Nevada,Humboldt,67,Female,White non-Hispanic,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat support,Strongly support,Strongly support,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00372,sms,complete,Passed,1174,Clark,Clark,23,Male,Other/Mixed,Postgraduate,Democrat,Moderate,Did not vote,Rent,No,Very serious,Strongly support,Strongly support,Somewhat support,Not too concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00373,sms,complete,Passed,1120,Clark,Clark,34,Female,Other/Mixed,College graduate,Independent/Other,Somewhat conservative,Trump,Own,Yes,Very serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00374,sms,complete,Failed,719,Rural Nevada,Lyon,28,Male,White non-Hispanic,College graduate,Democrat,Moderate,Harris,Rent,Yes,Somewhat serious,Strongly support,Strongly support,Somewhat oppose,Very concerned,Strongly support,Strongly oppose,Not sure
NVH00375,sms,complete,Passed,1051,Clark,Clark,55,Female,Black,College graduate,Independent/Other,Somewhat liberal,Trump,Rent,No,Very serious,Somewhat oppose,Strongly oppose,Not sure,Somewhat concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00376,online,complete,Passed,877,Clark,Clark,48,Male,White non-Hispanic,Postgraduate,Republican,Somewhat conservative,Trump,Own,No,Somewhat serious,Somewhat support,Somewhat oppose,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00377,online,complete,Passed,474,Clark,Clark,48,Male,Hispanic/Latino,College graduate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Somewhat oppose,Somewhat oppose,Very concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00378,online,partial,Passed,215,Clark,Clark,76,Male,Asian/Pacific Islander,College graduate,Democrat,Very liberal,Harris,Rent,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat support,Not too concerned,Not sure,Somewhat support,Build more homes even if neighborhoods change
NVH00379,sms,complete,Passed,222,Clark,Clark,46,Male,White non-Hispanic,High school or less,Independent/Other,Very conservative,Did not vote,Rent,Yes,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00380,online,terminated,Passed,1278,Clark,Clark,27,Male,White non-Hispanic,High school or less,Republican,Somewhat conservative,Trump,Own,No,Very serious,Somewhat support,Somewhat support,Somewhat oppose,Very concerned,Strongly support,Somewhat oppose,Not sure
NVH00381,online,complete,Passed,205,Clark,Clark,31,Female,White non-Hispanic,College graduate,Independent/Other,Somewhat conservative,Harris,Own,No,Somewhat serious,Somewhat support,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00382,online,complete,Passed,1141,Clark,Clark,31,Female,Other/Mixed,Postgraduate,Democrat,Very liberal,Harris,Rent,No,Very serious,Strongly support,Not sure,Somewhat support,Not too concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
NVH00383,sms,complete,Passed,1250,Clark,Clark,75,Female,White non-Hispanic,Postgraduate,Republican,Somewhat conservative,Trump,Own,No,Somewhat serious,Somewhat oppose,Somewhat oppose,Strongly support,Very concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
NVH00384,sms,partial,Passed,988,Clark,Clark,46,Male,White non-Hispanic,Postgraduate,Republican,Somewhat conservative,Trump,Rent,No,Somewhat serious,Somewhat support,Strongly support,Strongly support,Somewhat concerned,Somewhat support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00385,online,complete,Passed,876,Rural Nevada,Churchill,19,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Strongly oppose,Strongly support,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00386,sms,terminated,Passed,1034,Clark,Clark,28,Female,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Trump,Rent,Yes,Very serious,Somewhat oppose,Somewhat oppose,Somewhat support,Not too concerned,Somewhat support,Strongly oppose,Build more homes even if neighborhoods change
NVH00387,online,complete,Passed,1365,Clark,Clark,49,Male,Asian/Pacific Islander,Postgraduate,Republican,Somewhat conservative,Trump,Own,No,Very serious,Somewhat support,Somewhat oppose,Not sure,Not too concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00388,online,complete,Passed,586,Clark,Clark,27,Female,White non-Hispanic,Some college/associate,Democrat,Very liberal,Harris,Rent,No,Very serious,Strongly support,Strongly support,Somewhat oppose,Somewhat concerned,Not sure,Strongly oppose,Build more homes even if neighborhoods change
NVH00389,online,complete,Passed,797,Clark,Clark,37,Male,Black,College graduate,Republican,Very conservative,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat oppose,Not too concerned,Strongly support,Somewhat oppose,Not sure
NVH00390,online,complete,Passed,1233,Clark,Clark,80,Male,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Strongly support,Somewhat concerned,Somewhat oppose,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00391,online,complete,Passed,292,Washoe,Washoe,81,Male,Other/Mixed,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Strongly support,Somewhat support,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00392,online,partial,Passed,987,Washoe,Washoe,25,Female,Other/Mixed,Some college/associate,Independent/Other,Moderate,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
